"","7d Intestinal","Egg white","Eggshell","Mat. Cloaca","Mat. Intestinal","Mat. Magnum","Meconium","Yolk sac","index","stat","p.value","feature"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__norank_f__Lachnospiraceae;s__uncultured_organism_g__norank_f__Lachnospiraceae; OTU3026",1,0,0,0,0,0,0,0,1,0.480935571225168,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__norank_f__Lachnospiraceae;s__uncultured_organism_g__norank_f__Lachnospiraceae; OTU3026"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU809",1,0,0,0,0,0,0,0,1,0.313057249840955,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU809"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_subtilis_subsp._subtilis_str._168; OTU5803",0,0,1,0,0,1,0,0,24,0.37565533255532,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_subtilis_subsp._subtilis_str._168; OTU5803"
"d__Bacteria;k__norank_d__Bacteria;p__unclassified_k__norank_d__Bacteria;c__unclassified_k__norank_d__Bacteria;o__unclassified_k__norank_d__Bacteria;f__unclassified_k__norank_d__Bacteria;g__unclassified_k__norank_d__Bacteria;s__unclassified_k__norank_d__Bacteria; OTU8472",0,0,0,0,0,0,1,0,7,0.285834673741978,0.01,"d__Bacteria;k__norank_d__Bacteria;p__unclassified_k__norank_d__Bacteria;c__unclassified_k__norank_d__Bacteria;o__unclassified_k__norank_d__Bacteria;f__unclassified_k__norank_d__Bacteria;g__unclassified_k__norank_d__Bacteria;s__unclassified_k__norank_d__Bacteria; OTU8472"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU7056",1,0,0,0,1,0,0,0,12,0.487797039804262,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU7056"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__unclassified_f__Peptostreptococcaceae;s__unclassified_f__Peptostreptococcaceae; OTU2997",1,0,0,0,0,0,0,0,1,0.407724446062089,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__unclassified_f__Peptostreptococcaceae;s__unclassified_f__Peptostreptococcaceae; OTU2997"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__unclassified_o__Oscillospirales;g__unclassified_o__Oscillospirales;s__unclassified_o__Oscillospirales; OTU3033",1,0,0,0,0,0,0,0,1,0.52612971864153,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__unclassified_o__Oscillospirales;g__unclassified_o__Oscillospirales;s__unclassified_o__Oscillospirales; OTU3033"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_torques_group;s__unclassified_g__Ruminococcus_torques_group; OTU2402",1,0,0,0,0,0,0,0,1,0.48265885413681,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_torques_group;s__unclassified_g__Ruminococcus_torques_group; OTU2402"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU7477",0,0,0,0,1,0,0,0,5,0.49810957222616,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU7477"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU1617",1,0,0,0,0,0,0,0,1,0.452192477073627,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU1617"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU7639",0,0,0,0,1,0,0,0,5,0.42478469973875,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU7639"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__norank_f__Ruminococcaceae;s__uncultured_bacterium_g__norank_f__Ruminococcaceae; OTU7034",1,0,0,0,0,0,0,0,1,0.584450467801418,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__norank_f__Ruminococcaceae;s__uncultured_bacterium_g__norank_f__Ruminococcaceae; OTU7034"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__unclassified_f__Ruminococcaceae;s__unclassified_f__Ruminococcaceae; OTU6070",0,0,1,0,0,0,0,0,3,0.411117099057666,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__unclassified_f__Ruminococcaceae;s__unclassified_f__Ruminococcaceae; OTU6070"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__unclassified_o__Oscillospirales;g__unclassified_o__Oscillospirales;s__unclassified_o__Oscillospirales; OTU7591",0,0,1,0,1,0,0,0,23,0.49750727307456,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__unclassified_o__Oscillospirales;g__unclassified_o__Oscillospirales;s__unclassified_o__Oscillospirales; OTU7591"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__unclassified_g__Bacteroides; OTU6640",0,0,0,0,1,0,0,0,5,0.588559791187364,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__unclassified_g__Bacteroides; OTU6640"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU2185",1,0,0,0,0,0,0,0,1,0.408418034639556,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU2185"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__unclassified_g__Subdoligranulum; OTU2887",1,0,0,0,0,0,0,0,1,0.351817374292029,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__unclassified_g__Subdoligranulum; OTU2887"
"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CHKCI002;s__Coriobacteriaceae_bacterium_CHKCI002; OTU1687",1,0,0,0,0,0,0,0,1,0.385665869041023,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CHKCI002;s__Coriobacteriaceae_bacterium_CHKCI002; OTU1687"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU2702",1,0,0,0,0,0,0,0,1,0.363080072429976,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU2702"
"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__norank_o__Gaiellales;g__norank_f__norank_o__Gaiellales;s__unclassified_g__norank_f__norank_o__Gaiellales; OTU641",0,0,0,0,0,0,0,1,8,0.382411027829238,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__norank_o__Gaiellales;g__norank_f__norank_o__Gaiellales;s__unclassified_g__norank_f__norank_o__Gaiellales; OTU641"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__norank_o__Clostridia_UCG-014;g__norank_f__norank_o__Clostridia_UCG-014;s__uncultured_bacterium_g__norank_f__norank_o__Clostridia_UCG-014; OTU5734",0,0,1,0,0,0,0,0,3,0.387126367570139,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__norank_o__Clostridia_UCG-014;g__norank_f__norank_o__Clostridia_UCG-014;s__uncultured_bacterium_g__norank_f__norank_o__Clostridia_UCG-014; OTU5734"
"d__Bacteria;k__norank_d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__norank_f__Gemmatimonadaceae;s__uncultured_Gemmatimonadales_bacterium_g__norank_f__Gemmatimonadaceae; OTU64",0,0,0,0,0,0,0,1,8,0.420123476262249,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__norank_f__Gemmatimonadaceae;s__uncultured_Gemmatimonadales_bacterium_g__norank_f__Gemmatimonadaceae; OTU64"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__unclassified_g__Enterococcus; OTU2360",1,0,0,0,0,0,0,0,1,0.481734830713114,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__unclassified_g__Enterococcus; OTU2360"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Ureibacillus;s__unclassified_g__Ureibacillus; OTU164",0,0,0,0,0,1,0,0,6,0.321746708868818,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Ureibacillus;s__unclassified_g__Ureibacillus; OTU164"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__unclassified_o__Bacteroidales;g__unclassified_o__Bacteroidales;s__unclassified_o__Bacteroidales; OTU5347",0,0,0,0,1,0,0,0,5,0.444584227788689,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__unclassified_o__Bacteroidales;g__unclassified_o__Bacteroidales;s__unclassified_o__Bacteroidales; OTU5347"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU2262",1,0,0,0,1,0,0,0,12,0.4968917102715,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU2262"
"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azotobacter;s__Azotobacter_chroococcum_g__Azotobacter; OTU9803",0,0,0,0,0,1,0,0,6,0.510964137890749,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azotobacter;s__Azotobacter_chroococcum_g__Azotobacter; OTU9803"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salanitronis_DSM_18170; OTU5781",0,0,1,1,1,0,0,0,73,0.600426637979776,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salanitronis_DSM_18170; OTU5781"
"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia_pickettii; OTU149",0,1,0,0,0,0,0,1,21,0.535297026609175,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia_pickettii; OTU149"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__uncultured_bacterium_g__Eisenbergiella; OTU3017",1,0,0,0,0,0,0,0,1,0.638047465300189,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__uncultured_bacterium_g__Eisenbergiella; OTU3017"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia_glucerasea; OTU5198",0,0,0,0,1,0,0,0,5,0.485379827063697,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia_glucerasea; OTU5198"
"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus;s__uncultured_bacterium_g__Enterorhabdus; OTU7427",0,0,0,1,1,0,0,0,27,0.407672909062189,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus;s__uncultured_bacterium_g__Enterorhabdus; OTU7427"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__norank_f__UCG-010;s__unclassified_g__norank_f__UCG-010; OTU6388",0,0,0,0,1,0,0,0,5,0.437647690311016,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__norank_f__UCG-010;s__unclassified_g__norank_f__UCG-010; OTU6388"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__unclassified_g__Monoglobus; OTU858",0,0,0,0,1,0,0,0,5,0.513052323317371,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__unclassified_g__Monoglobus; OTU858"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__unclassified_g__Butyricicoccus; OTU959",0,0,0,1,0,0,0,0,4,0.372501986662562,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__unclassified_g__Butyricicoccus; OTU959"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__unclassified_g__Christensenellaceae_R-7_group; OTU7475",0,0,0,0,1,0,0,0,5,0.444493396675771,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__unclassified_g__Christensenellaceae_R-7_group; OTU7475"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum;s__uncultured_bacterium_g__Anaerofilum; OTU5964",0,0,0,0,1,0,0,0,5,0.469549332810669,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum;s__uncultured_bacterium_g__Anaerofilum; OTU5964"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__unclassified_o__Bacteroidales;g__unclassified_o__Bacteroidales;s__unclassified_o__Bacteroidales; OTU7319",0,0,0,0,1,0,0,0,5,0.430686499733144,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__unclassified_o__Bacteroidales;g__unclassified_o__Bacteroidales;s__unclassified_o__Bacteroidales; OTU7319"
"d__Bacteria;k__norank_d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__norank_f__Vicinamibacteraceae;s__unclassified_g__norank_f__Vicinamibacteraceae; OTU361",0,0,0,0,0,1,0,0,6,0.410161919160101,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__norank_f__Vicinamibacteraceae;s__unclassified_g__norank_f__Vicinamibacteraceae; OTU361"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU8052",1,0,0,0,0,0,0,0,1,0.436451625520193,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU8052"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_torques_group;s__unclassified_g__Ruminococcus_torques_group; OTU3194",1,0,0,0,0,0,0,0,1,0.695767012700704,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_torques_group;s__unclassified_g__Ruminococcus_torques_group; OTU3194"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__unclassified_f__Ruminococcaceae;s__unclassified_f__Ruminococcaceae; OTU2156",1,0,0,0,0,0,0,0,1,0.308028266994473,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__unclassified_f__Ruminococcaceae;s__unclassified_f__Ruminococcaceae; OTU2156"
"d__Bacteria;k__norank_d__Bacteria;p__unclassified_k__norank_d__Bacteria;c__unclassified_k__norank_d__Bacteria;o__unclassified_k__norank_d__Bacteria;f__unclassified_k__norank_d__Bacteria;g__unclassified_k__norank_d__Bacteria;s__unclassified_k__norank_d__Bacteria; OTU7747",0,0,0,0,1,0,0,0,5,0.614548878652026,0.01,"d__Bacteria;k__norank_d__Bacteria;p__unclassified_k__norank_d__Bacteria;c__unclassified_k__norank_d__Bacteria;o__unclassified_k__norank_d__Bacteria;f__unclassified_k__norank_d__Bacteria;g__unclassified_k__norank_d__Bacteria;s__unclassified_k__norank_d__Bacteria; OTU7747"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU6275",0,0,1,0,1,0,0,0,23,0.299189707090528,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU6275"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU841",1,0,0,0,0,0,0,0,1,0.820169139714573,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU841"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Eubacterium_coprostanoligenes_group;g__norank_f__Eubacterium_coprostanoligenes_group;s__uncultured_organism_g__norank_f__Eubacterium_coprostanoligenes_group; OTU3106",1,0,0,0,0,0,0,0,1,0.656570082585063,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Eubacterium_coprostanoligenes_group;g__norank_f__Eubacterium_coprostanoligenes_group;s__uncultured_organism_g__norank_f__Eubacterium_coprostanoligenes_group; OTU3106"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU1300",1,0,0,0,0,0,0,0,1,0.415664738799232,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU1300"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__unclassified_o__Bacteroidales;g__unclassified_o__Bacteroidales;s__unclassified_o__Bacteroidales; OTU6335",0,0,0,0,1,0,0,0,5,0.680912427283514,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__unclassified_o__Bacteroidales;g__unclassified_o__Bacteroidales;s__unclassified_o__Bacteroidales; OTU6335"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__norank_o__Oscillospirales;g__norank_f__norank_o__Oscillospirales;s__uncultured_bacterium_g__norank_f__norank_o__Oscillospirales; OTU5753",0,0,1,1,1,0,0,0,73,0.474796170947484,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__norank_o__Oscillospirales;g__norank_f__norank_o__Oscillospirales;s__uncultured_bacterium_g__norank_f__norank_o__Oscillospirales; OTU5753"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU6840",0,0,0,0,1,0,0,0,5,0.473588847470736,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU6840"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__unclassified_g__Ruminococcus; OTU5782",0,0,1,1,1,0,0,0,73,0.445272212502732,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__unclassified_g__Ruminococcus; OTU5782"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__norank_o__RF39;g__norank_f__norank_o__RF39;s__unclassified_g__norank_f__norank_o__RF39; OTU5897",0,0,1,0,0,0,0,0,3,0.371268600018473,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__norank_o__RF39;g__norank_f__norank_o__RF39;s__unclassified_g__norank_f__norank_o__RF39; OTU5897"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__unclassified_c__Clostridia;f__unclassified_c__Clostridia;g__unclassified_c__Clostridia;s__unclassified_c__Clostridia; OTU7607",0,0,0,0,1,0,0,0,5,0.364668798938457,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__unclassified_c__Clostridia;f__unclassified_c__Clostridia;g__unclassified_c__Clostridia;s__unclassified_c__Clostridia; OTU7607"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU1278",1,0,0,0,0,0,0,0,1,0.678126221385593,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU1278"
"d__Bacteria;k__norank_d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Synergistes;s__uncultured_organism_g__Synergistes; OTU5747",0,0,0,0,1,0,0,0,5,0.551531952346158,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Synergistes;s__uncultured_organism_g__Synergistes; OTU5747"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__norank_o__RF39;g__norank_f__norank_o__RF39;s__uncultured_bacterium_g__norank_f__norank_o__RF39; OTU5766",0,0,1,0,0,0,0,0,3,0.377718778240404,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__norank_o__RF39;g__norank_f__norank_o__RF39;s__uncultured_bacterium_g__norank_f__norank_o__RF39; OTU5766"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__unclassified_g__Staphylococcus; OTU8714",0,1,0,0,0,1,0,1,71,0.345903243510433,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__unclassified_g__Staphylococcus; OTU8714"
